,full_address,longitude,latitude
23598,"1283 Portola Dr, San Francisco, CA 94127",-122.4636859,37.73980950000001
23599,"1435 Portola Dr, San Francisco, CA 94127",-122.4667587,37.738432
23600,"1385 Portola Dr, San Francisco, CA 94127",-122.4655433,37.7392747
23601,"10 Portola Dr, San Francisco, CA 94131",-122.4441361,37.7503696
23602,"1365 Portola Dr, San Francisco, CA 94127-1509",-122.465278,37.73935640000001
23603,"744 Potrero Ave, San Francisco, CA 04110",-122.4073268,37.760051
23604,"3634 Quintara, San Francisco, CA 94122",-122.5045869,37.7475657
23605,"51 Rio Ct, San Francisco, CA 94127",-122.4459726,37.7382978
23606,"1 Rio Ct, San Francisco, CA 94127",-122.4453087,37.7385176
23607,"51 Rio Ct, San Francisco, CA 94127",-122.4459726,37.7382978
23608,"27 Rio Ct, San Francisco, CA 94127",-122.4456197,37.7384145
23609,"9 Rio Ct, San Francisco, CA 94127",-122.4453512,37.7384594
23610,"820 Rolph St, San Francisco, CA 94112",-122.4296263,37.7113708
23611,"894 Rolph St, San Francisco, CA 94112",-122.428455,37.7108689
23612,"204 Russia Ave, San Francisco, CA 9411",-122.4354146,37.7205709
23613,"1262 Sacramento, San Francisco, CA 94109",-122.413696,37.792572
23614,"949 San Bruno Ave, San Francisco, CA 94110",-122.4046164,37.7575792
23615,"1221 San Bruno Ave, San Francisco, CA 94110",-122.4041407,37.7537688
23616,"1205 San Bruno Ave, San Francisco, CA 94110",-122.404185,37.7542393
23617,"1209 San Bruno Ave, San Francisco, CA 94110",-122.4042735,37.7541004
23618,"961 San Bruno Ave, San Francisco, CA 94110",-122.404539,37.7574447
23619,"1331 San Bruno Ave, San Francisco, CA 94110",-122.4041076,37.7526898
23620,"321 San Carlos St, San Francisco, CA 94110",-122.4196386,37.7581934
23621,"351 San Carlos St, San Francisco, CA 94110",-122.4196592,37.75778890000001
23622,"232 San Carlos St, San Francisco, CA 94110-1724",-122.4201368,37.7596242
23623,"358 San Carlos St, San Francisco, CA 94110",-122.4199545,37.7576629
23624,"11 San Jacinto Way, San Francisco, CA 94127",-122.4632215,37.73527989999999
23625,"199 San Marcos Ave, San Francisco, CA 94116",-122.4654991,37.7466224
23626,"1 San Marcos Ave, San Francisco, CA 94116-1460",-122.463907,37.7459587
23627,"45 San Marcos Ave, San Francisco, CA 94116-1460",-122.4641281,37.7461139
23628,"210 San Marcos Ave, San Francisco, CA 94116",-122.465793,37.746963
23629,"279 San Marcos Ave, San Francisco, CA 94116",-122.4668259,37.746251
23630,"160 San Marcos Ave, San Francisco, CA 94116",-122.465115,37.747093
23631,"220 San Marcos Ave, San Francisco, CA 94116",-122.4659856,37.7468821
23632,"280 San Marcos Ave, San Francisco, CA 94116",-122.466704,37.74671
23633,"170 San Marcos Ave, San Francisco, CA 94116",-122.465236,37.747093
23634,"160 San Marcos Ave, San Francisco, CA 94116",-122.465115,37.747093
23635,"1461 Sanchez, San Francisco, CA 94114",-122.42883,37.7457326
23636,"849 Sanchez St, San Francisco, CA 94104",-122.4297897,37.7557174
23637,"1395 Shafter, San Francisco, CA 93551",-122.3870142,37.7286718
23638,"23 Sherwood Ct, San Francisco, CA 94127-1662",-122.4537788,37.7358597
23639,"1479 Shotwell, San Francisco, CA 94103",-122.4147937,37.7454211
23640,"1241 Shrader, San Francisco, CA 94122",-122.4513794,37.7632065
23641,"1560 Shrader, San Francisco, CA 94122",-122.4501076,37.7605188
23642,"559 Silver, San Francisco, CA 94112",-122.424642,37.728946
23643,"1941 Silver St, San Francisco, CA 94108",-122.4012091,37.7353118
23644,"1275 Sloat Blvd, San Francisco, CA 94132",-122.4857927,37.7340069
23645,"1255 Sloat Blvd, San Francisco, CA 94132",-122.4853063,37.7340452
23646,"1401 Sloat, San Francisco, CA 94132",-122.4874768,37.7339323
23647,"1445 Sloat Blvd, San Francisco, CA 94132",-122.4879189,37.7339077
23648,"51 St Charles Ave, San Francisco, CA 94132-3032",-122.4691587,37.7132221
23649,"26-26 St Charles Ave, San Francisco, CA 94132-3033",-122.469612,37.7134829
23650,"107 St Charles Ave, San Francisco, CA 94132",-122.469043,37.711938
23651,"285 St Charles Ave, San Francisco, CA 94132",-122.4691255,37.7087537
23652,"2 St Charles Ave, San Francisco, CA 94132",-122.4695678,37.7137572
23653,"31 St Charles Ave, San Francisco, CA 94132",-122.469214,37.7134937
23654,"279 St Charles Ave, San Francisco, CA 94132",-122.4691255,37.7089027
23655,"247 St Charles Ave, San Francisco, CA 94132",-122.4691145,37.7094555
23656,"117 St Charles Ave, San Francisco, CA 94132",-122.4691366,37.7118137
23657,"235 St Charles Ave, San Francisco, CA 94132",-122.4691312,37.7097361
23658,"50 St Charles Ave, San Francisco, CA 94132",-122.4695346,37.7131995
23659,"65 St Charles Ave, San Francisco, CA 94132",-122.4691697,37.71302319999999
23660,"56 St Charles Ave, San Francisco, CA 94132",-122.4695235,37.7131377
23661,"285 St Charles Ave, San Francisco, CA 94132",-122.4691255,37.7087537
23662,"50 St Charles Ave, San Francisco, CA 94132",-122.4695346,37.7131995
23663,"180 St Elmo Way, San Francisco, CA 94127",-122.4607669,37.7309158
23664,"40 St Elmo Way, San Francisco, CA 94127",-122.4593074,37.732445
23665,"170 St Elmo Way, San Francisco, CA 94127-2014",-122.4606785,37.7310548
23666,"66 St Francis Blvd, San Francisco, CA 94127-1954",-122.4700984,37.73452109999999
23667,"200 St Francis Blvd, San Francisco, CA 94127-1941",-122.4685506,37.7346255
23668,"340 St Francis Blvd, San Francisco, CA 94127-1943",-122.4674008,37.7346817
23669,"66 St Francis Blvd, San Francisco, CA 94127",-122.4700984,37.73452109999999
23670,"34 St Marys Ave, San Francisco, CA 94112-1019",-122.426756,37.7343213
23671,"105 St Marys Ave, San Francisco, CA 94112",-122.427759,37.734419
23672,"82 St Marys, San Francisco, CA 94112",-122.427317,37.734721
23673,"86 Stanton St, San Francisco, CA 94114-2313",-122.442106,37.757039
23674,"90 Stanton St, San Francisco, CA 94114",-122.4421456,37.7569388
23675,"74 Stanton St, San Francisco, CA 94114",-122.4419153,37.7571919
23676,"1335 Stanyan, San Francisco, CA 97114",-122.4517066,37.7590026
23677,"1410 Stanyan St, San Francisco, CA 94114-9411",-122.4512539,37.7583745
23678,"1410 Stanyan St, San Francisco, CA 94114",-122.4512539,37.7583745
23679,"493 Sunrise Way, San Francisco, CA 94134",-122.4174152,37.7099082
23680,"493 Sunrise Way, San Francisco, CA 94134-3228",-122.4174152,37.7099082
23681,"2401 Taraval St, San Francisco, CA 94116",-122.4919526,37.7421405
23682,"135 Theresa, San Francisco, CA 94131",-122.4352268,37.7290746
23683,"587 Thornton, San Francisco, CA 94112",-122.4000253,37.7313822
23684,"33 Tucker, San Francisco, CA 94122",-122.4041051,37.7151633
23685,"745 Ulloa, San Francisco, CA 94116",-122.4639181,37.7405477
23686,"62 Ulloa, San Francisco, CA 94116",-122.4547518,37.7448684
23687,"2727 Union, San Francisco, CA 94124",-122.4441825,37.7957949
23688,"17-21 Van Buren St, San Francisco, CA 94131",-122.4351433,37.7365126
23689,"2 Van Buren St, San Francisco, CA 94131-2942",-122.4357192,37.7366251
23690,"8 Van Buren St, San Francisco, CA 94131",-122.435704,37.736438
23691,"49 Van Buren St, San Francisco, CA 94131",-122.4352004,37.73636279999999
23692,"50 Van Buren St, San Francisco, CA 94131",-122.4357203,37.7362309
23693,"1558 Van Dyke Ave, San Francisco, CA 94124-3235",-122.3915556,37.7288989
23694,"1515 Van Dyke Ave, San Francisco, CA 94124-3234",-122.3910578,37.7281454
23695,"1426 Van Dyke Ave, San Francisco, CA 94124",-122.3890832,37.7275057
23696,"1522 Van Dyke Ave, San Francisco, CA 94124-3235",-122.3908918,37.7285439
23697,"1426 Van Dyke Ave, San Francisco, CA 94124-3233",-122.3890832,37.7275057
23698,"1566 Van Dyke Ave, San Francisco, CA 94124-3235",-122.3916884,37.7289699
23699,"1554 Van Dyke Ave, San Francisco, CA 94124",-122.3914782,37.7288575
23700,"584 Vermont Ave, San Francisco, CA 94102",-122.404585,37.762285
23701,"422 Victoria, San Francisco, CA 94122",-122.4651343,37.7183717
23702,"647 Vienna St, San Francisco, CA 94112",-122.4319821,37.7180131
23703,"1-1A Vulcan, San Francisco, CA 94114",-121.90483,36.405166
23704,"2 Willard North St, San Francisco, CA 94118-4104",-122.4567864,37.7781137
23705,"356 Willard North St, San Francisco, CA 94118",-122.4561561,37.7748004
23706,"350 Willard North, San Francisco, CA 94118-4168",-122.45608,37.774859
23707,"52 Williams, San Francisco, CA 94127",-122.3940757,37.7296762
23708,"90 Woodhaven Ct, San Francisco, CA 94131-1128",-122.4566537,37.7562701
23709,"70 Woodhaven, San Francisco, CA 94131",-122.4564325,37.7562637
23710,"80 Woodhaven Ct, San Francisco, CA 94131-1128",-122.456521,37.7562737
